first_page_summary,genres
A young woman is terrorized by her deceased fiancé's demented mother who blames her for her son's death.,"['Horror', 'Thriller']"
Two hippies find themselves on the run from the law and soon end up going undercover in a villa owned by a mysterious woman.,"['Crime', 'Horror', 'Mystery']"
"In 19th century London, a sex maniac sneaks into the engagement party of Dr. Henry Jekyll and Miss Fanny Osbourne, turning the event into a nightmarish whirlpool of murder and debauchery.","['Horror', 'Sci-Fi']"
Sexy young nurses apply special therapy in their daily rounds.,['Drama']
A family is trapped in a desert town by a cult of senior-citizens who recruit the town's children to worship Satan.,['Horror']
Ellen Hardy gets a rude awakening when she discovers that her brother and sister are scheduled to leave the mental institution where they were put as young children after they killed their p... Read all,"['Drama', 'Horror']"
"An old, dying satanist arranges to transfer his soul into the body of a young concert pianist.","['Horror', 'Mystery', 'Thriller']"
"When her grave is disturbed by modern-day land developers, a 300-year-old witch is accidentally resurrected and terrorizes an English village.",['Horror']
"In a Scandinavian insane asylum, murderer Salem sneaks out at night to exact his revenge on those who he deems responsible for his predicament.","['Crime', 'Thriller', 'Horror']"
A doctor goes to extreme lengths--even murder--to restore the badly burned face of his fiancée.,['Horror']
"Whilst writing a children's book, a woman interrupted by images unsure if they may, or may not be real","['Drama', 'Horror', 'Mystery']"
A scheming circus owner finds her authority challenged when a vicious killer targets the show.,"['Horror', 'Mystery', 'Thriller']"
An upper-class Manhattan divorcee comes to believe that her brother is possessed by the spirit of a serial killer who beheaded young women in Spanish Harlem.,"['Drama', 'Horror', 'Thriller']"
"Between a four-year gap in the murder of a young girl, the daughter of a well-known sculptor is discovered dead, and her parents conduct an investigation, only to discover they are much out ... Read all","['Crime', 'Drama', 'Mystery']"
"A series of victims are paralyzed while having their bellies ripped open, much in the same way tarantulas are killed by the black wasp. The victims all seem to have a connection with a spa.","['Horror', 'Mystery', 'Thriller']"
A pair of psychotic hoodlums and an equally demented nymphomaniac woman terrorize two young girls on a train trip from Germany to Italy.,"['Horror', 'Thriller']"
"A woman, a survivor of a failed murder attempt by the so-called ""Half-Moon Killer"", and her husband try to find a connection between herself, six other women, and the killer.","['Crime', 'Horror', 'Mystery']"
The potentially unhinged daughter of a British politician is accused of killing her hedonistic neighbor after she witnesses the murder in a dream.,"['Mystery', 'Thriller']"
A teacher who is having an affair with one of his students is reluctant to present an alibi when his lover witnesses the first in a series of murders connected to their school.,"['Horror', 'Mystery', 'Thriller']"
The secretary of a writer and his wife investigates the disappearance of her lover - their previous secretary - and finds herself the target of the couple's erotic desires and a murder plot.,"['Crime', 'Horror', 'Mystery']"
"During a New Year's Eve celebration, a Los Angeles disc jockey receives a phone call saying that when New Year's strikes in each time zone, someone will be murdered - and she will be the las... Read all","['Horror', 'Thriller']"
"A deadly shape-shifting alien infiltrates a country house occupied by two lesbians, and proceeds to study their behaviour, for a sinister purpose.","['Horror', 'Mystery', 'Sci-Fi']"
"An in-depth analysis of the ""Video Nasty"" scandal of the early 1980s in Britain.",['Documentary']
"Somebody with very little Christmas spirit is killing anyone in a Santa suit one London holiday season, and Scotland Yard has to stop him before he makes his exploits an annual tradition.","['Horror', 'Mystery']"
"Three years after a prank went terribly awry, the six college students responsible are targeted by a masked killer at a New Year's Eve party aboard a moving train.","['Horror', 'Mystery', 'Thriller']"
Three friends on a New Year's Eve snowmobiling excursion find themselves stranded at an abandoned lodge where the elderly female innkeeper is concealing a sinister secret.,"['Drama', 'Horror', 'Thriller']"
The descendants of a witch hunting family and their close friends are stalked and killed by a mysterious entity.,['Horror']
Six friends in a theatrical troupe dig up a corpse on an abandoned island to use in a mock Satanic rite. It backfires with deadly consequences.,"['Comedy', 'Horror']"
A deranged masked Santa-Slayer comes to town for some yuletide-terror. He leaves behind a bloody trail of mutilated bodies as he hunts his way to the front steps of the town's most feared an... Read all,['Horror']
"A young woman recovering from a nervous breakdown moves with her husband to a boys' school, and finds herself being terrorized by a mysterious one-armed man, but nobody believes her.","['Horror', 'Mystery', 'Thriller']"
A woman trapped in a home elevator is terrorized by a group of vicious hoodlums.,"['Drama', 'Horror', 'Thriller']"
"A young babysitter, all alone in the house with two children asleep above, is bothered by a stranger. Unfortunately, the phone's dead...","['Horror', 'Mystery', 'Thriller']"
"The Øyens' leave their 5 year old daughter to the babysitter, who later that night receives some mystical phone calls. The hunt has begun.","['Horror', 'Thriller']"
"Shatter, an international hitman, is hiding out in Hong Kong after he has completed a contract out on an African leader. Shatter soon finds out that everyone wants him dead, including the cr... Read all","['Action', 'Crime', 'Drama']"
A young Terry Lambert returns home after serving a prison sentence for a gang rape he was forced to participate in. He seeks revenge on his lawyer and the girl who framed him.,"['Crime', 'Drama', 'Horror']"
"A timid, withdrawn woman meets a man she believes is finally the love of her life, unaware that he is a vicious serial killer.",['Thriller']
"After selling his cattle in town, ranch owner Morgan unexpectedly dies, and his foreman Pike has to deliver the payroll to Sonora, despite the perilous journey during which he's followed by ... Read all","['Adventure', 'Drama', 'Western']"
"A tough, New York City ex-cop relentlessly searches for his kidnapped teenage daughter whom is held by a twisted psycho after mistaking her for the daughter of a wealthy businessman.","['Action', 'Crime', 'Drama']"
"After their parents divorce, one daughter lives with her mother in England while the other lives with her father in Portugal. After the untimely death of her mother, the one daughter stands ... Read all","['Crime', 'Drama', 'Horror']"
"A young American family moves to a House in Kyoto, Japan. It turns out to be haunted by the ghosts of a woman and her lover, who were killed by the woman's husband, as well as the ghost of t... Read all",['Horror']
"A man traveling through a backwoods area is held hostage by a group of orphans who want him to become their father. Unfortunately, the kids have a habit of killing adults who refuse that par... Read all","['Horror', 'Thriller']"
"While visiting his favorite resort town during the off-season, a novelist investigates the apparent suicide of a woman he was infatuated with.","['Crime', 'Drama', 'Mystery']"
"In Australia, a retired police inspector is called to duty to solve the murder case of a young woman whose partially-burned body has been found on the beach.","['Crime', 'Horror', 'Mystery']"
"After being tormented by dreams about astronauts on the moon, a translator visits a deserted seaside town whose inhabitants know her, although she does not know them.","['Horror', 'Mystery', 'Thriller']"
"""Humongous"" tells the tale of when the monstrous offspring of a violent criminal grow up in seclusion on a remote island. Then year later, a boat-full of teens become shipwrecked on the isla... Read all","['Horror', 'Mystery', 'Romance']"
"Teenager Melissa moves into a small town filled with racial prejudice and bullying, and each time she meets up with one of the boys in town, they end up murdered - but who is the killer?","['Crime', 'Horror', 'Mystery']"
Teenagers accidentally resurrect a satanic killer who targets the local police captain's daughter to birth the antichrist.,"['Horror', 'Mystery', 'Thriller']"
"An advice columnist in the midst of getting a divorce begins receiving threatening notes from an anonymous stalker. Meanwhile, members of her group therapy session are being murdered by an u... Read all","['Drama', 'Horror', 'Mystery']"
"Scientists poison the water supply of a small town, turning the residents into homicidal maniacs who kill each other and anybody who passes through.","['Action', 'Sci-Fi', 'Horror']"
"During her first semester at college, a co-ed finds housing at a seaside mansion where, following the death of a fellow-student, she becomes entangled in a murder mystery surrounding the pro... Read all","['Horror', 'Mystery', 'Thriller']"
"Very rare and seldom-seen, youth-oriented racing movie. It is the story of a young man's dream to get a ride in a top-fuel dragster.","['Action', 'Drama']"
"Sandy and Greg are teenagers who go camping, despite warnings not to, with their friends. They soon encounter aliens, who are using the area as a hunting ground.","['Horror', 'Sci-Fi', 'Thriller']"
"A gay bar is hit by a group of sociopaths, and all the patrons are killed except for one man who escapes and takes refuge in an apartment occupied by a group of friends, who will do anything... Read all","['Crime', 'Drama', 'Thriller']"
Three female reporters find themselves staying overnight in a house occupied by a hostile being that lurks in the basement.,"['Horror', 'Thriller']"
"Dr. Worley investigates a 300-year-old witch's curse in the New England town of Devonsville. Three liberated, assertive women move into town, which angers the bigoted, male-dominated town fa... Read all",['Horror']
"Young Martine begins working as a nurse at Deadlock House, a secluded grande retirement home, but from the beginning not everything is as it seems, strange residents each with their own quir... Read all","['Fantasy', 'Horror']"
An American novelist visiting Rome to promote his latest book is stalked and harassed by an obsessed fan who is committing a string of murders that appear to be tributes to his work.,"['Drama', 'Horror', 'Mystery']"
"A man accidentally runs down a young girl and has a curse placed on him by the girl's father, an occultist. He goes to a spiritualist for help in fighting the curse.","['Horror', 'Mystery', 'Thriller']"
"Somewhere in upstate New York, a secretive group of farmers are harvesting human blood for a mysterious purpose.",['Horror']
A group of college students on an overnite hayride come across a group of maneating zombies. They must fight for their lives while trying to escape and warn the authorities.,['Horror']
A drug selling and violent street-gang terrorize the renters of a big trashy apartment-house.,"['Action', 'Crime', 'Horror']"
"An ex-convict, troubled by dreams that he strangles women, is hired as the caretaker on an estate owned by three very strange sisters. Soon after his arrival, a serial killer begins slaughte... Read all","['Crime', 'Horror', 'Mystery']"
A disturbed young man who was burned as a child by his sadistic mother stalks women with a flamethrower.,['Horror']
A horror movie star returns to his famous role after years in a mental institution. But the character seems to be committing murders independent of his will.,"['Crime', 'Horror', 'Mystery']"
"Two couples become stranded on a rugged isle, and are haunted by a supernatural beast, drawn to the wife of one of the couples, who dreams of its killings.","['Horror', 'Mystery', 'Thriller']"
"Three young women who crash their car during a rainstorm are taken in by a bizarre family at their large, rural estate.",['Horror']
A series of murders are committed near the estate of a degenerate author and his mistreated wife.,"['Drama', 'Horror', 'Mystery']"
The luxurious villa of yuppie couple Mark and Jessie Bannister is overrun by loads of uninvited guests who turn the house upside-down and nearly destroy it.,['Comedy']
"An ambassador's wife discovers that one of the men in her life - either her husband, an ex-lover or her current lover - may be a vicious serial killer.","['Crime', 'Horror', 'Mystery']"
A woman recovering from a car accident in which she lost her unborn child finds herself pursued by a coven of devil worshipers.,"['Horror', 'Thriller']"
"Two low-life punks invite themselves to a party at a posh villa and after being taunted by their snobbish hosts, hold everyone hostage and subject them to various forms of torture and mayhem... Read all","['Horror', 'Thriller']"
A group of Med students fix up an old house over a weekend. Where a mass murder occurred 10 years earlier. Mayhem ensues.,"['Comedy', 'Horror']"
"When a southern Italian town is rocked by a string of child murders, the police and two urban outcasts search for the culprit amid scapegoating within the superstitious community.","['Horror', 'Mystery', 'Thriller']"
A killer stalks a composer staying at a posh Tuscany villa while writing the score to a horror film which has an incriminating clue to the killer's identity.,"['Horror', 'Mystery', 'Thriller']"
"After the death of her mother, which was ruled as suicide, a teenage girl comes back home to find her mother's husband, and a female photographer, occupying the house. But nothing is as it s... Read all","['Crime', 'Drama', 'Horror']"
"While spending their annual vacation on a small Mediterranean Island, nine bourgeois family members are stalked and killed one by one by a mysterious killer.","['Crime', 'Horror', 'Mystery']"
A young woman teams up with a mercenary to find her missing sister in the jungles of New Guinea where they find that a deranged leader of a religious cult has located his commune in an area ... Read all,"['Adventure', 'Horror']"
A string of appalling lust murders shocks the University of Perugia as a sadistic serial killer strangles to death beautiful college girls with a red and black scarf.,"['Crime', 'Horror', 'Mystery']"
"A woman, who witnessed her father kill himself as a child, invites several friends to her husband's secluded castle. Unbeknownst to them, she has a sinister motive for the invitation.","['Horror', 'Mystery', 'Thriller']"
"A mute woman finds herself at the center of a series of murders in the mountains of Spain, which police suspect are being committed by a drug-addled Satanist.","['Horror', 'Mystery', 'Thriller']"
"An industrialist invites his colleagues to his private island so they can exploit a resin formula invented by one of the guests, but a killer within the group disrupts the proceedings.","['Crime', 'Horror', 'Mystery']"
"The body of a schoolgirl is found in a meadow. The murderer is never caught, and years later, a young man named Stefano returns to the island and is reunited with his brother, the local prie... Read all","['Horror', 'Mystery', 'Thriller']"
"A man wanders into a seemingly deserted town with his young son in search of work. But after a bit of bad luck, he joins the town's population of lost souls.","['Crime', 'Drama', 'Fantasy']"
A maniac killer in a red cape and hood is killing off American tourists on a tour bus by gouging out their eyeballs.,"['Crime', 'Horror', 'Mystery']"
"In the distant future, a space traveler from Earth breaks a special law and interferes with the history of another, Medieval-like planet.","['Drama', 'Sci-Fi']"
During WWII a soldier is beaten so badly by a superior officer he is left deaf. After the war he is an inventor and meets this officer at the patent office. The man is still the bully he was... Read all,['Drama']
A detailed look at a Tokyo business tycoon (played by Shin Saburi) given a diagnosis of terminal cancer who must now re-assess his life and values.,['Drama']
"A director and his son return to a region damaged by the Guilan earthquake, hoping to find the children who appeared in his film a few years earlier.","['Adventure', 'Drama']"
"The story takes place in feudal Japan, when any commerce with the rest of the world was strictly prohibited. An idealist suddenly appears in an isolated inn (the one that the title refers to... Read all","['Crime', 'Drama']"
,"['Drama', 'Romance']"
"A talent scout moves sharply, dead-set on signing a promising athlete to his team.","['Drama', 'Sport']"
"In a lost French village, an old woman is killed and her savings stolen. Several members of her family, all called ""Goupi"", are suspected.","['Comedy', 'Drama', 'Mystery']"
"After spending all his money to fulfill the smallest wish of his wife Dora, Robert is still madly in love with her. Now she is in agony, and her mother comes. She will reveal to Robert how h... Read all",['Drama']
"Exploes tradition and exploitation because of capitalism in Kalpitiya, a small fishing village.",['Drama']
"Pierre and Paul, journalist and writer respectively, team up to write a screenplay based on the real story of a young woman accused by her uncle of trying to kill him. They decide to meet he... Read all","['Comedy', 'Drama']"
"While her husband is on a business trip, Gamhee meets three of her friends on the outskirts of Seoul. They make friendly conversation but there are different currents flowing independently o... Read all",['Drama']
"The legendary samurai Sasuke Sarutobi gets caught in a web of political intrigue, deception and espionage during the early 17th century.","['Action', 'Drama']"
An Italian partisan torn between the resistance movement and his obsession with a young woman during World War II.,"['Drama', 'Romance', 'War']"
"Fresh out of prison, a broken man reluctantly takes a job to kill three men, but changes his mind when some gangsters target the same men. He then tries to find out why the men are being tar... Read all","['Action', 'Crime']"
A samurai seeks revenge and redemption after his family is executed by a rival clan.,"['Action', 'Drama']"
"A charismatic ronin gets snared into a conflict between officials at a waystation, and gains the enmity of a group of thugs.","['Action', 'Adventure', 'Drama']"
A poor rickshaw driver finds himself helping a young woman and her son after the woman's husband dies suddenly.,['Drama']
"Miyamoto Musashi left his village and ended up fighting in the battle of Sekigahara with his friend Matahachi, but Miyamoto Musashi lost Matahachi. He goes back to the village to inform Mata... Read all",['Drama']
"A gangster gets released from prison and has to cope with the recent shifts of power between the gangs, while taking care of a thrill-seeking young woman, who got in bad company while gambli... Read all","['Action', 'Crime']"
"After going to prison for killing the boss of the Kanno gang, a gangster gets released early - only to find that his ex-gang has merged with the Kannos. But with bitter resentments lingering... Read all","['Crime', 'Drama']"
"The film begins when the legendary swordsman Miyamoto Musashi is still named Shinmen Takezo. After being on the losing side of the Battle of Sekigahara, Takezo and his friend manage to escap... Read all","['Action', 'Drama', 'History']"
Musashi returns Japan's legendary swordsman and philosopher to the screen once again. In an original period drama based on the historical facts of the life and travels of the famous Miyamoto... Read all,"['Action', 'History']"
"During the Taisho era, a widower tries to bring up his two young boys without a mother.",['Drama']
"Orphaned when he was not yet ten, Musashi grows up skilled in the martial arts. During the Battle of Sekigahara, he fights on the side of the losing Toyotomi forces, but eludes the enemy as ... Read all","['Adventure', 'Drama', 'Romance']"
A samurai pursues a married lady-in-waiting.,"['Drama', 'History']"
"Centuries ago, a samurai survives the massacre of 35,000 Christians and denounces God for ignoring the pleas of the believers. He sells his soul to the devil and receives the power to resurr... Read all","['Action', 'Fantasy', 'Horror']"
A retired yakuza is caught in the middle of a growing conflict between two rival clans.,"['Action', 'Crime', 'Drama']"
"This is the story of ""The Forty-Seven Ronin."" Based on historical events in 1701-2, the movie tells the tale of the Asano clan's downfall and the revenge of its former samurai on the perpetr... Read all","['Action', 'Adventure', 'Drama']"
"After a salary-man's fiancée attempts suicide, he remembers his gruesome family history, which sees his ancestors sacrificing themselves for the sake of their cruel lords, and realizes that ... Read all","['Action', 'Drama']"
When a cop is transferred to a new precinct it is obvious that the area's yakuza mob are not dealing with just another policeman. The cop is bent on results and is not immune to becoming rou... Read all,"['Action', 'Crime', 'Drama']"
"Kiba is caught in the intrigue between a crooked goldmine owner, a cynical, betrayed swordsman, a manipulative lady and an arrogant dojo master.","['Action', 'Adventure', 'Drama']"
"Following the detonation of the atomic bombs on Hiroshima and Nagasaki, the Japanese military and the government clash over the demand from the Allies for unconditional surrender. Minister o... Read all","['Drama', 'History', 'War']"
A shrewd 16th Century samurai helps a daimyo expand his realm.,"['Action', 'Adventure', 'Drama']"
"Japanese police detective Saburo Fujioka is suspected of corruption, demoted, and sent to the city of Kojin. Kojin is the scene of fierce fighting between rival gangs. Fujioka is assigned to... Read all","['Crime', 'Drama']"
"Feudal Japan. Kamo Serizawa and Isami Kondo turn a collection of student fencers into a band of assassins known as the Shinsen Group, devoted to the Tokugawa shogunate and to an elegant code... Read all","['Action', 'Adventure', 'Drama']"
"Sent on a secret mission, a ronin must discover who his friends are and who must die.","['Action', 'Drama']"
"Geoffrey Thorpe, a buccaneer, is hired by Queen Elizabeth I to nag the Spanish Armada. The Armada is waiting for the attack on England and Thorpe surprises them with attacks on their galleon... Read all","['Action', 'Adventure', 'History']"
"A major countermands orders and attacks to avenge a previous massacre of men, women, and children.","['Action', 'Adventure', 'Romance']"
"A depiction of the love/hate relationship between Queen Elizabeth I and Robert Devereux, the Earl of Essex.","['Biography', 'Drama', 'History']"
"A Texas cattle agent witnesses first hand, the brutal lawlessness of Dodge City and takes the job of sheriff to clean the town up.",['Western']
The great lover Don Juan comes to the assistance of his queen.,"['Action', 'Adventure', 'Romance']"
A young soldier faces profound disillusionment in the soul-destroying horror of World War I.,"['Drama', 'War']"
A highly fictionalized account of the life of George Armstrong Custer from his arrival at West Point in 1857 to his death at the battle of the Little Big Horn in 1876.,"['War', 'Western']"
"Twenty years after the murder of Alice Barlow, her house is finally occupied again. However, the husband from the couple who have moved in has a secret which he will do anything to keep hidd... Read all","['Mystery', 'Thriller']"
"Told from the Japanese perspective, this war drama captures the events of World War II's Battle of Okinawa - a massive amphibious assault by U.S. troops that left more than 150,000 Japanese ... Read all","['Drama', 'History', 'War']"
"A wealthy matriarch is kidnapped by a gang of three. She is insulted by the amount of money they propose to demand as ransom, and a strange interchange of roles takes place between captors a... Read all","['Comedy', 'Crime']"
"In this patriotic WW II drama, the Japanese army demonstrates its courage and willingness to do anything to win as they endeavor to sneak into Communist China to bring back the flag of a def... Read all","['Drama', 'War']"
A nerdy young college instructor named Shinji Kikyo returns home one day to find himself the target of a mad assassin.,"['Action', 'Comedy']"
"After being robbed by a geisha, a ronin warrior carves a bloody path to seek revenge.","['Drama', 'Horror']"
"After a long stint working in Alaska, Jiro returns to his hometown. He soon learns that his father, the town's mayor, was murdered and, in his absence, the yakuza gangs have seized control o... Read all","['Crime', 'Drama']"
"A yakuza melodrama, covering decades in the lives of Boss Onimasa, his adopted daughter Matsue, and his biological daughter Hanako.",['Drama']
"An aging Yakuza boss in the the late 18th century runs a thriving lantern and silk dying business. However, he is also a Hunter in the Dark, an shady underworld figure who unravels a mystery... Read all","['Action', 'Adventure', 'Drama']"
"Outside Kolkata a few jute mills crank on, virtually unchanged since the industrial revolution. Powered by steam and sweat, work is a dance to the dictate of profit and century-old machines.... Read all",['Documentary']
"In the desolate wilderness of the disappearing islands along the Brahmaputra river, 12-year-old orphan Afrin is coming of age. When heavy rainfalls and flood waters ravage Afrin's island, sh... Read all",['Documentary']
"Centers on 16-year-old Rasmané, who barely seems like a teenager any more. In Burkina Faso, young men look under the earth for gold - and a better future, follow their journey in a 100-metre... Read all",['Documentary']
"A Moroccan woman's search for truth tangles with a web of lies in her family history. As a daughter and filmmaker, she fuses personal and national history as she reflects on the 1981 Bread R... Read all","['Documentary', 'Biography', 'Drama']"
"Follows an abusive man when he speaks out, positioning himself as a critic of violence.",['Documentary']
"In the early 90's, women left Moldova in large numbers to provide for their families. Unable to return home, they found a peculiar way to stay in touch: sending large cardboard boxes filled ... Read all",['Documentary']
Documentary western drama about the last days of the hypnotic community of plastic bottle collectors aka bottlemen at one of the biggest unsanitary landfills in the world.,[]
"84-year-old DJ Vika is a star of Warsaw nightclubs. Charismatic and colorful she refuses to grow old. But can this last forever? ""Vika!"" is a bitter-sweet portrait of a woman who has to face... Read all",['Documentary']
"An aspiring hospital chaplain begins a yearlong residency in spiritual care, only to discover that to successfully tend to her patients, she must look deep within herself.",['Documentary']
A group of college students are led by their professor into the mountains in search of the Yeti. The students start to be killed off one by one.,['Horror']
An atmospheric short about a worker and his unspoken bond with a decaying grain silo in Budapest.,['Short']
"On the outskirts of Budapest, in the heart of the woods, hides a ramshackle little hut. Inside, two social outcasts have formed the unlikeliest of bonds: Fanni, a 19 year-old transgender tee... Read all",['Documentary']
"A talented but troubled Edo Period swordsman, Kanemi Sanzaemon. Three years earlier, Kanemi killed a woman, Renko, the corrupt mistress of the powerful daimyo Tabu Ukyou. Unexpectedly, Kanem... Read all","['Action', 'History']"
"Being connected to nature, what does it mean? Father knows and father shows. The director's father is 84. We follow in his footsteps into the mountain home. Into nature's smallest life and o... Read all","['Documentary', 'Biography']"
A poor family of miners from Kyushu uproot themselves and make the long journey to what they hope is a better life in Hokkaido. Their journey is beset with hardship and tragedy.,['Drama']
Based on childhood days of Teruyo Nogami.,['Drama']
This comedy portrays the everyday life of an ordinary salary-man who uses himself as a model to write a novella.,"['Comedy', 'Drama']"
"Barmaid Sylvie is a single mom living with her two sons, Sofiane and Jean-Jacques. One night, Sofiane is injured while being alone in the flat which results in placing him in a foster home. ... Read all",['Drama']
A teacher takes a job at an elite school and forms a strong bond with five students - a relationship that eventually takes a dangerous turn.,"['Comedy', 'Drama', 'Thriller']"
"Ollie Cross is a young paramedic assigned to the NYC night shift with an uncompromising and seasoned partner Gene Rutkovsky. Each 911 call is often dangerous and uncertain, putting their liv... Read all","['Drama', 'Thriller']"
"Mr. Machi is a businessman who abuses his power and position, but who suddenly finds himself in an extreme situation: in broad daylight a tire is punctured and to his surprise he finds the c... Read all",['Thriller']
"A live television broadcast in 1977 goes horribly wrong, unleashing evil into the nation's living rooms.",['Horror']
,"['Comedy', 'Drama']"
"A father and son in the suburbs of Casablanca get by on petty crimes for a local mob. When a kidnapping goes wrong, they must find a way to dispose of the body.",['Drama']
"It follows the child Emma in her journey to learn how to communicate with the spirit of a girl, Uxoa, who has been trapped in a hermitage for centuries, so she tries to persuade Carol, a ske... Read all",['Horror']
"Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. This is where he meets Shéhérazade.","['Drama', 'Romance', 'Thriller']"
"Patpro, recounting the history, struggle for land took place in 1940. Krahô never stop inventing new forms of resistance, guided by their ancestral rites, and their fight to preserve their f... Read all",['Drama']
"The adopted son of a legendary actor, and an aspiring star himself, turns to his infant brother's wet nurse for support and affection - only for her to give up everything for her beloved's g... Read all","['Drama', 'Romance']"
"Shinnosuke is introduced to Shizu as a prospective wife, but he falls in love with her widowed sister Oyu. Convention forbids Oyu to marry because she has to raise her son as the head of her... Read all","['Drama', 'Romance']"
A young woman becomes a mistress of her boss in order to support her family.,"['Comedy', 'Drama']"
"Hatsuko Umabuchi is a widow who runs a prosperous geisha house in present-day Kyoto. Her daughter Yukiko returns from Tokyo following a failed suicide attempt, after her lover found out abou... Read all","['Drama', 'Romance']"
"After his father is not rewarded for his military achievements, Taira Kiyomori rebels against the court and the monks who rule the country. He also falls in love with Tokiko and discovers un... Read all","['Drama', 'History']"
A group of performers spend an increasingly wild summer working at the Hotel Mirage.,['Drama']
"Ze, a 17-year-old, studies hard at school to succeed in the cold, callous society of modern Mongolia. When Ze encounters Maralaa, his senses are awakened and another reality seems possible.",['Drama']
"After discovering a dead body in the National Museum, Inspector Edib and Mido are called to the crime scene. But the disappearance of the body and the hidden motives of the Museum lead them ... Read all","['Crime', 'Drama', 'Mystery']"
"A mosaic-style comedy following the life of a woman as time passes in her long-term casual BDSM relationship, low-level corporate job, and quarrelsome Jewish family.",['Comedy']
A Catholic schoolgirl is convinced tonight is her last night on Earth and decides to attend a costume party with her best friend.,['Drama']
"After spending years in Belgium, a young Congolese man returns to his birthplace of Kinshasa to confront the intricacies of his family and culture.",['Drama']
,['Comedy']
"Greice, a 21 year old Brazilian girl, studies at Fine Arts university in Lisbon. In the early days of summer, she gets involved with the mysterious guy: Afonso. The couple is accused for a s... Read all","['Comedy', 'Drama', 'Romance']"
A married palliative care nurse gets embroiled in an affair with her ill patient's husband.,['Drama']
"A teacher falls victim to a phone scam that robs her of her life savings, then realizes that there is no way to get the money back. The tables then turn as cash begins rolling in as she tran... Read all",['Drama']
"Two geisha sisters lead a hard life in the Gion district of Kyoto. After one of them feels obliged to support a bankrupt businessman, the other sister sets up various schemes to get rid of h... Read all",['Drama']
"Tina (28) lives in what appears to be an idyllic marriage in town on the Adriatic coast. She is a housewife who takes care of their six-year-old daughter, while her husband Frane (32) provid... Read all",['Drama']
A man travels back to Paris while navigating his past experiences and weird glimpses of the present in an effort to reconnect with his estranged father. He is forced to face his fears and gu... Read all,"['Short', 'Drama']"
"Whilst a mother drives with her daughter through the wealthy suburbs of her home city, eyeing the houses of the rich, she accidentally drives her car into a beautiful flower patch inside the... Read all","['Short', 'Drama']"
"At a downtown café, business colleagues are discussing a future investment opportunity when a seagull hits the cafe's window right in front of them. One of them - Anna - tries to ignore the ... Read all",['Short']
"Following an unpleasant run in at the beach, teenagers Oscar and Iben are left behind by their friends. When one of them makes a friendly gesture, they experience what might be the beginning... Read all","['Short', 'Drama']"
"A teenager in search of recognition, a worker ready to do anything to hit the jackpot, a senior executive at the end of his career who wants to prove to himself that he is still alive. Three... Read all","['Short', 'Drama']"
A desperate mother who wants to reconnect with her son. On the complexity of depression and grief and search for understanding and absolution.,"['Short', 'Drama']"
"Driving along the motorway, Will loses his sense of scale. As his condition deepens, he struggles to unpick the sequence of events that led to this predicament, before he's lost forever.","['Animation', 'Short']"
An anthology of New Yorkers at their wit's end.,"['Comedy', 'Drama']"
Alice lives at her parents' place at the age of 27 with no private life or a relationship. It takes a bicycle accident and a short coma to make her realize that it's time to move out.,"['Animation', 'Short', 'Romance']"
Dana wants to show empathy. Penelope wants to explore empathy. Penelope's artistic experiment unfolds and Dana's feelings whirl wildly.,"['Short', 'Drama']"
"Leipzig, 1989. Margarethe, a young punk opposed to the East German regime, is detained in a psychiatric hospital. She dreams of breaking out to join the man she loves - a punk musician named... Read all","['Animation', 'Short']"
"At the dawn of their teenage years, Raphaël and Rémi are twins who see their fraternal attachment crumble while one of them, suffering from an increasingly marked disability, remains a priso... Read all","['Documentary', 'Short', 'Drama']"
"It is the last day of the year and night falls on the small town of Toyama, Japan. A man who has come to the public baths to retrieve a forgotten object finds an old but valid ticket and let... Read all",['Short']
A traumatic memory from a Holocaust survivor transports a young schoolgirl on an inner journey.,"['Animation', 'Short']"
"Larissa, a trans woman and Cláudio, a cis man, meet one night, in the streets of Lisbon. Two people, two realities, who dance their differences away till morning light. In challenge, in surp... Read all","['Short', 'Drama']"
"A fictional account of one year in the life of Empress Elisabeth Of Austria. On Christmas Eve 1877, Elisabeth, once idolized for her beauty, turns 40 and is officially deemed an old woman; s... Read all","['Biography', 'Drama', 'History']"
"Az works for an oyster farmer in Sète. He knows oysters by heart, he opens them by the hundreds. In one of them, Az decides to hide a ring, to ask his girlfriend Jess to marry him. She doesn... Read all","['Comedy', 'Romance']"
"During WWII, a submarine's second in command inherits the problem of torpedoes that don't explode. When on shore, he is eager to win back his ex-wife.","['Drama', 'Romance', 'War']"
"A C-47 transport plane, named the Corsair, makes a forced landing in the frozen wastes of Quebec, and the plane's pilot, Captain Dooley, must keep his men alive in deadly conditions while wa... Read all","['Adventure', 'Drama']"
Col. Mike Kirby picks two teams of crack Green Berets for a mission in South Vietnam. First off is to build and control a camp that is trying to be taken by the enemy the second mission is t... Read all,"['Drama', 'War']"
"When circus proprietor Matt Masters decides to take his show on a European tour, it is beset by problems, while he searches for Lili, the mother of his adopted daughter, who disappeared year... Read all","['Drama', 'Western']"
Major Kirby leads The Wildcats squadron into the historic WWII battle of Guadalcanal.,"['Action', 'Drama', 'War']"
"A girl living with her parents on an isolated California farm falls in love with a chain-gang convict working at a nearby highway construction site, and sets out to help him when he escapes.","['Action', 'Crime', 'Drama']"
